Poster,Title,Year,Duration (min),Genre,Rating,Metascore,Director,Cast,Votes,Description,Review Count,Review Title,Review
"https://m.media-amazon.com/images/M/MV5BZDI4MjI1YmYtYzg1Ny00MWQzLWIwNTgtNmFkMWNhYTYzYjdkXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_UX140_CR0,0,140,209_AL_.jpg",Dream Scenario,2006.0,102.0,Comedy,6.9,74.0,Kristoffer Borgli,Julianne Nicholson,"58,220",An ordinary family man finds his life turned upside down when strangers suddenly start seeing him in their dreams.,229,"Really good, up to the point where it isn't.","The first eighty percent of this film was excellent - it felt like the best Stephen King story that King didn't write. The slow destruction of the life of an ordinary man for reasons which were completely outside his control was well-conceived, well-plotted and well acted. Nicholas Cage's performance was pitch perfect.To an extent, this film can be seen as a satirical condemnation of social media fame and cancel culture, though that's secondary to the theme of mounting paranoia - both from Prof Matthews and the wider world.The fact that this film started out as a project of Ari Aster is no surprise, as it has much in common with Beau is Afraid - notably the hapless and powerless central character and some surreal and blackly comic moments.Then, in the last fifteen minutes or so, the film loses its way. A new element is brought in which pretty much undermines what had gone before. The result wasn't bad, exactly, but seemed to belong in a different film. I think it would've been better if the film had had the courage of its convictions and followed Prof Matthews to his logical fate.For all that, it's an interesting film, and I would urge you to see it."
"https://m.media-amazon.com/images/M/MV5BZDI4MjI1YmYtYzg1Ny00MWQzLWIwNTgtNmFkMWNhYTYzYjdkXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_UX140_CR0,0,140,209_AL_.jpg",Dream Scenario,2006.0,102.0,Comedy,6.9,74.0,Kristoffer Borgli,Jessica Clement,"58,220",An ordinary family man finds his life turned upside down when strangers suddenly start seeing him in their dreams.,229,"Really good, up to the point where it isn't.","The first eighty percent of this film was excellent - it felt like the best Stephen King story that King didn't write. The slow destruction of the life of an ordinary man for reasons which were completely outside his control was well-conceived, well-plotted and well acted. Nicholas Cage's performance was pitch perfect.To an extent, this film can be seen as a satirical condemnation of social media fame and cancel culture, though that's secondary to the theme of mounting paranoia - both from Prof Matthews and the wider world.The fact that this film started out as a project of Ari Aster is no surprise, as it has much in common with Beau is Afraid - notably the hapless and powerless central character and some surreal and blackly comic moments.Then, in the last fifteen minutes or so, the film loses its way. A new element is brought in which pretty much undermines what had gone before. The result wasn't bad, exactly, but seemed to belong in a different film. I think it would've been better if the film had had the courage of its convictions and followed Prof Matthews to his logical fate.For all that, it's an interesting film, and I would urge you to see it."
"https://m.media-amazon.com/images/M/MV5BZDI4MjI1YmYtYzg1Ny00MWQzLWIwNTgtNmFkMWNhYTYzYjdkXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_UX140_CR0,0,140,209_AL_.jpg",Dream Scenario,2006.0,102.0,Drama,6.9,74.0,Kristoffer Borgli,Lily Bird,"58,220",An ordinary family man finds his life turned upside down when strangers suddenly start seeing him in their dreams.,229,"Really good, up to the point where it isn't.","The first eighty percent of this film was excellent - it felt like the best Stephen King story that King didn't write. The slow destruction of the life of an ordinary man for reasons which were completely outside his control was well-conceived, well-plotted and well acted. Nicholas Cage's performance was pitch perfect.To an extent, this film can be seen as a satirical condemnation of social media fame and cancel culture, though that's secondary to the theme of mounting paranoia - both from Prof Matthews and the wider world.The fact that this film started out as a project of Ari Aster is no surprise, as it has much in common with Beau is Afraid - notably the hapless and powerless central character and some surreal and blackly comic moments.Then, in the last fifteen minutes or so, the film loses its way. A new element is brought in which pretty much undermines what had gone before. The result wasn't bad, exactly, but seemed to belong in a different film. I think it would've been better if the film had had the courage of its convictions and followed Prof Matthews to his logical fate.For all that, it's an interesting film, and I would urge you to see it."
"https://m.media-amazon.com/images/M/MV5BZDI4MjI1YmYtYzg1Ny00MWQzLWIwNTgtNmFkMWNhYTYzYjdkXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_UX140_CR0,0,140,209_AL_.jpg",Dream Scenario,2006.0,102.0,Drama,6.9,74.0,Kristoffer Borgli,Julianne Nicholson,"58,220",An ordinary family man finds his life turned upside down when strangers suddenly start seeing him in their dreams.,229,"Really good, up to the point where it isn't.","The first eighty percent of this film was excellent - it felt like the best Stephen King story that King didn't write. The slow destruction of the life of an ordinary man for reasons which were completely outside his control was well-conceived, well-plotted and well acted. Nicholas Cage's performance was pitch perfect.To an extent, this film can be seen as a satirical condemnation of social media fame and cancel culture, though that's secondary to the theme of mounting paranoia - both from Prof Matthews and the wider world.The fact that this film started out as a project of Ari Aster is no surprise, as it has much in common with Beau is Afraid - notably the hapless and powerless central character and some surreal and blackly comic moments.Then, in the last fifteen minutes or so, the film loses its way. A new element is brought in which pretty much undermines what had gone before. The result wasn't bad, exactly, but seemed to belong in a different film. I think it would've been better if the film had had the courage of its convictions and followed Prof Matthews to his logical fate.For all that, it's an interesting film, and I would urge you to see it."
"https://m.media-amazon.com/images/M/MV5BZDI4MjI1YmYtYzg1Ny00MWQzLWIwNTgtNmFkMWNhYTYzYjdkXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_UX140_CR0,0,140,209_AL_.jpg",Dream Scenario,2006.0,102.0,Drama,6.9,74.0,Kristoffer Borgli,Jessica Clement,"58,220",An ordinary family man finds his life turned upside down when strangers suddenly start seeing him in their dreams.,229,"Really good, up to the point where it isn't.","The first eighty percent of this film was excellent - it felt like the best Stephen King story that King didn't write. The slow destruction of the life of an ordinary man for reasons which were completely outside his control was well-conceived, well-plotted and well acted. Nicholas Cage's performance was pitch perfect.To an extent, this film can be seen as a satirical condemnation of social media fame and cancel culture, though that's secondary to the theme of mounting paranoia - both from Prof Matthews and the wider world.The fact that this film started out as a project of Ari Aster is no surprise, as it has much in common with Beau is Afraid - notably the hapless and powerless central character and some surreal and blackly comic moments.Then, in the last fifteen minutes or so, the film loses its way. A new element is brought in which pretty much undermines what had gone before. The result wasn't bad, exactly, but seemed to belong in a different film. I think it would've been better if the film had had the courage of its convictions and followed Prof Matthews to his logical fate.For all that, it's an interesting film, and I would urge you to see it."
"https://m.media-amazon.com/images/M/MV5BZDI4MjI1YmYtYzg1Ny00MWQzLWIwNTgtNmFkMWNhYTYzYjdkXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_UX140_CR0,0,140,209_AL_.jpg",Dream Scenario,2006.0,102.0,Fantasy,6.9,74.0,Kristoffer Borgli,Lily Bird,"58,220",An ordinary family man finds his life turned upside down when strangers suddenly start seeing him in their dreams.,229,"Really good, up to the point where it isn't.","The first eighty percent of this film was excellent - it felt like the best Stephen King story that King didn't write. The slow destruction of the life of an ordinary man for reasons which were completely outside his control was well-conceived, well-plotted and well acted. Nicholas Cage's performance was pitch perfect.To an extent, this film can be seen as a satirical condemnation of social media fame and cancel culture, though that's secondary to the theme of mounting paranoia - both from Prof Matthews and the wider world.The fact that this film started out as a project of Ari Aster is no surprise, as it has much in common with Beau is Afraid - notably the hapless and powerless central character and some surreal and blackly comic moments.Then, in the last fifteen minutes or so, the film loses its way. A new element is brought in which pretty much undermines what had gone before. The result wasn't bad, exactly, but seemed to belong in a different film. I think it would've been better if the film had had the courage of its convictions and followed Prof Matthews to his logical fate.For all that, it's an interesting film, and I would urge you to see it."
"https://m.media-amazon.com/images/M/MV5BZDI4MjI1YmYtYzg1Ny00MWQzLWIwNTgtNmFkMWNhYTYzYjdkXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_UX140_CR0,0,140,209_AL_.jpg",Dream Scenario,2006.0,102.0,Fantasy,6.9,74.0,Kristoffer Borgli,Julianne Nicholson,"58,220",An ordinary family man finds his life turned upside down when strangers suddenly start seeing him in their dreams.,229,"Really good, up to the point where it isn't.","The first eighty percent of this film was excellent - it felt like the best Stephen King story that King didn't write. The slow destruction of the life of an ordinary man for reasons which were completely outside his control was well-conceived, well-plotted and well acted. Nicholas Cage's performance was pitch perfect.To an extent, this film can be seen as a satirical condemnation of social media fame and cancel culture, though that's secondary to the theme of mounting paranoia - both from Prof Matthews and the wider world.The fact that this film started out as a project of Ari Aster is no surprise, as it has much in common with Beau is Afraid - notably the hapless and powerless central character and some surreal and blackly comic moments.Then, in the last fifteen minutes or so, the film loses its way. A new element is brought in which pretty much undermines what had gone before. The result wasn't bad, exactly, but seemed to belong in a different film. I think it would've been better if the film had had the courage of its convictions and followed Prof Matthews to his logical fate.For all that, it's an interesting film, and I would urge you to see it."
"https://m.media-amazon.com/images/M/MV5BZDI4MjI1YmYtYzg1Ny00MWQzLWIwNTgtNmFkMWNhYTYzYjdkXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_UX140_CR0,0,140,209_AL_.jpg",Dream Scenario,2006.0,102.0,Fantasy,6.9,74.0,Kristoffer Borgli,Jessica Clement,"58,220",An ordinary family man finds his life turned upside down when strangers suddenly start seeing him in their dreams.,229,"Really good, up to the point where it isn't.","The first eighty percent of this film was excellent - it felt like the best Stephen King story that King didn't write. The slow destruction of the life of an ordinary man for reasons which were completely outside his control was well-conceived, well-plotted and well acted. Nicholas Cage's performance was pitch perfect.To an extent, this film can be seen as a satirical condemnation of social media fame and cancel culture, though that's secondary to the theme of mounting paranoia - both from Prof Matthews and the wider world.The fact that this film started out as a project of Ari Aster is no surprise, as it has much in common with Beau is Afraid - notably the hapless and powerless central character and some surreal and blackly comic moments.Then, in the last fifteen minutes or so, the film loses its way. A new element is brought in which pretty much undermines what had gone before. The result wasn't bad, exactly, but seemed to belong in a different film. I think it would've been better if the film had had the courage of its convictions and followed Prof Matthews to his logical fate.For all that, it's an interesting film, and I would urge you to see it."
"https://m.media-amazon.com/images/M/MV5BMjk1MjhmZWQtNzU3OC00NDE4LThlODQtNTdhZGM4M2E3MWZkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR3,0,140,209_AL_.jpg",Mandy,1997.0,121.0,Action,6.5,83.0,Panos Cosmatos,Andrea Riseborough,"89,887","The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.",962,Bad,I was really waiting for this movie and thought it would be Cage's return but boy I was wrong. 2 hours of absolutely nothing in red colour. Please save your money and do not believe good reviews. Avoid at all costs.
"https://m.media-amazon.com/images/M/MV5BMjk1MjhmZWQtNzU3OC00NDE4LThlODQtNTdhZGM4M2E3MWZkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR3,0,140,209_AL_.jpg",Mandy,1997.0,121.0,Action,6.5,83.0,Panos Cosmatos,Linus Roache,"89,887","The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.",962,Bad,I was really waiting for this movie and thought it would be Cage's return but boy I was wrong. 2 hours of absolutely nothing in red colour. Please save your money and do not believe good reviews. Avoid at all costs.
"https://m.media-amazon.com/images/M/MV5BMjk1MjhmZWQtNzU3OC00NDE4LThlODQtNTdhZGM4M2E3MWZkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR3,0,140,209_AL_.jpg",Mandy,1997.0,121.0,Action,6.5,83.0,Panos Cosmatos,Ned Dennehy,"89,887","The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.",962,Bad,I was really waiting for this movie and thought it would be Cage's return but boy I was wrong. 2 hours of absolutely nothing in red colour. Please save your money and do not believe good reviews. Avoid at all costs.
"https://m.media-amazon.com/images/M/MV5BMjk1MjhmZWQtNzU3OC00NDE4LThlODQtNTdhZGM4M2E3MWZkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR3,0,140,209_AL_.jpg",Mandy,1997.0,121.0,Fantasy,6.5,83.0,Panos Cosmatos,Andrea Riseborough,"89,887","The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.",962,Bad,I was really waiting for this movie and thought it would be Cage's return but boy I was wrong. 2 hours of absolutely nothing in red colour. Please save your money and do not believe good reviews. Avoid at all costs.
"https://m.media-amazon.com/images/M/MV5BMjk1MjhmZWQtNzU3OC00NDE4LThlODQtNTdhZGM4M2E3MWZkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR3,0,140,209_AL_.jpg",Mandy,1997.0,121.0,Fantasy,6.5,83.0,Panos Cosmatos,Linus Roache,"89,887","The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.",962,Bad,I was really waiting for this movie and thought it would be Cage's return but boy I was wrong. 2 hours of absolutely nothing in red colour. Please save your money and do not believe good reviews. Avoid at all costs.
"https://m.media-amazon.com/images/M/MV5BMjk1MjhmZWQtNzU3OC00NDE4LThlODQtNTdhZGM4M2E3MWZkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR3,0,140,209_AL_.jpg",Mandy,1997.0,121.0,Fantasy,6.5,83.0,Panos Cosmatos,Ned Dennehy,"89,887","The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.",962,Bad,I was really waiting for this movie and thought it would be Cage's return but boy I was wrong. 2 hours of absolutely nothing in red colour. Please save your money and do not believe good reviews. Avoid at all costs.
"https://m.media-amazon.com/images/M/MV5BMjk1MjhmZWQtNzU3OC00NDE4LThlODQtNTdhZGM4M2E3MWZkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR3,0,140,209_AL_.jpg",Mandy,1997.0,121.0,Horror,6.5,83.0,Panos Cosmatos,Andrea Riseborough,"89,887","The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.",962,Bad,I was really waiting for this movie and thought it would be Cage's return but boy I was wrong. 2 hours of absolutely nothing in red colour. Please save your money and do not believe good reviews. Avoid at all costs.
"https://m.media-amazon.com/images/M/MV5BMjk1MjhmZWQtNzU3OC00NDE4LThlODQtNTdhZGM4M2E3MWZkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR3,0,140,209_AL_.jpg",Mandy,1997.0,121.0,Horror,6.5,83.0,Panos Cosmatos,Linus Roache,"89,887","The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.",962,Bad,I was really waiting for this movie and thought it would be Cage's return but boy I was wrong. 2 hours of absolutely nothing in red colour. Please save your money and do not believe good reviews. Avoid at all costs.
"https://m.media-amazon.com/images/M/MV5BMjk1MjhmZWQtNzU3OC00NDE4LThlODQtNTdhZGM4M2E3MWZkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR3,0,140,209_AL_.jpg",Mandy,1997.0,121.0,Horror,6.5,83.0,Panos Cosmatos,Ned Dennehy,"89,887","The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.",962,Bad,I was really waiting for this movie and thought it would be Cage's return but boy I was wrong. 2 hours of absolutely nothing in red colour. Please save your money and do not believe good reviews. Avoid at all costs.
"https://m.media-amazon.com/images/M/MV5BNDM2ODNiMWItOWRkNS00ODE3LWE2OGYtNTZkMDJkOWI1ODMxXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UY209_CR0,0,140,209_AL_.jpg",The Unbearable Weight of Massive Talent,2012.0,107.0,Action,7.0,68.0,Tom Gormican,Pedro Pascal,"152,470",Moviestar Nick Cage is channeling his iconic characters as he's caught between a superfan and a CIA agent.,679,I did not expect that!!!,"It's fair to say I haven't always been the biggest fan of Nicholas Cage, but it's not the talent, it's often the film choices, similar to Michael Cain, he really has made some shockers. What this film does however is poke a little fun at his past, it's tongue in cheek, but it's a cracking movie.It's funny, it's energetic, it zips along, there isn't a single dull moment here, you don't need to be a fan or a critic, this movie is just really worth your time.Loaded with irony, it's plain to see that Cage has a sense of humour, this really is a winner for him.It wasn't what I was expected, but I am so glad I went to see it, I'd really recommend it. 9/10."
"https://m.media-amazon.com/images/M/MV5BNDM2ODNiMWItOWRkNS00ODE3LWE2OGYtNTZkMDJkOWI1ODMxXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UY209_CR0,0,140,209_AL_.jpg",The Unbearable Weight of Massive Talent,2012.0,107.0,Action,7.0,68.0,Tom Gormican,Tiffany Haddish,"152,470",Moviestar Nick Cage is channeling his iconic characters as he's caught between a superfan and a CIA agent.,679,I did not expect that!!!,"It's fair to say I haven't always been the biggest fan of Nicholas Cage, but it's not the talent, it's often the film choices, similar to Michael Cain, he really has made some shockers. What this film does however is poke a little fun at his past, it's tongue in cheek, but it's a cracking movie.It's funny, it's energetic, it zips along, there isn't a single dull moment here, you don't need to be a fan or a critic, this movie is just really worth your time.Loaded with irony, it's plain to see that Cage has a sense of humour, this really is a winner for him.It wasn't what I was expected, but I am so glad I went to see it, I'd really recommend it. 9/10."
